Accepted_binomial,Annual_Mean_Temp_1,AnnualPrecipitation_1
Athyrium filix-femina var angustum,73,1176
Athyrium filix-femina var angustum,75,1075
Athyrium filix-femina var angustum,0,912
Athyrium filix-femina var angustum,-15,1155
Athyrium filix-femina var angustum,12,891
Athyrium filix-femina var angustum,12,891
Athyrium filix-femina var angustum,12,891
Athyrium filix-femina var angustum,48,961
Athyrium filix-femina var angustum,47,962
Athyrium filix-femina var angustum,45,918
Athyrium filix-femina var angustum,41,1069
Athyrium filix-femina var angustum,39,895
Athyrium filix-femina var angustum,40,1085
Athyrium filix-femina var angustum,37,1181
Athyrium filix-femina var angustum,43,917
Athyrium filix-femina var angustum,40,992
Athyrium filix-femina var angustum,42,915
Athyrium filix-femina var angustum,48,1012
Athyrium filix-femina var angustum,70,1183
Athyrium filix-femina var angustum,72,1285
Athyrium filix-femina var angustum,72,1285
Athyrium filix-femina var angustum,72,1285
Athyrium filix-femina var angustum,72,1285
Athyrium filix-femina var angustum,72,1285
Athyrium filix-femina var angustum,72,1285
Athyrium filix-femina var angustum,63,1414
Athyrium filix-femina var angustum,69,1134
Athyrium filix-femina var angustum,72,1005
Athyrium filix-femina var angustum,72,1036
Athyrium filix-femina var angustum,69,1134
Athyrium filix-femina var angustum,69,1134
Athyrium filix-femina var angustum,67,1322
Athyrium filix-femina var angustum,-45,732
Athyrium filix-femina var angustum,19,1010
Athyrium filix-femina var angustum,33,1054
Athyrium filix-femina var angustum,38,908
Athyrium filix-femina var angustum,35,1096
Athyrium filix-femina var angustum,37,880
Athyrium filix-femina var angustum,44,1137
Athyrium filix-femina var angustum,51,1107
Athyrium filix-femina var angustum,57,1266
Athyrium filix-femina var angustum,63,1002
Athyrium filix-femina var angustum,59,1346
Athyrium filix-femina var angustum,72,1232
Athyrium filix-femina var angustum,-40,766
Athyrium filix-femina var angustum,-36,662
Athyrium filix-femina var angustum,-8,1325
Athyrium filix-femina var angustum,-13,1281
Athyrium filix-femina var angustum,27,717
Athyrium filix-femina var angustum,23,728
Athyrium filix-femina var angustum,-14,1283
Athyrium filix-femina var angustum,-14,1283
Athyrium filix-femina var angustum,-12,1359
Athyrium filix-femina var angustum,-13,1281
Athyrium filix-femina var angustum,-13,1281
Athyrium filix-femina var angustum,37,1021
Athyrium filix-femina var angustum,34,902
Athyrium filix-femina var angustum,42,958
Athyrium filix-femina var angustum,65,1199
Athyrium filix-femina var angustum,-21,964
Athyrium filix-femina var angustum,-21,964
Athyrium filix-femina var angustum,46,1023
Athyrium filix-femina var angustum,-25,1305
Athyrium filix-femina var angustum,-25,1305
Athyrium filix-femina var angustum,21,1005
Athyrium filix-femina var angustum,21,1005
Athyrium filix-femina var angustum,54,902
Athyrium filix-femina var angustum,-22,834
Athyrium filix-femina var angustum,-22,834
Athyrium filix-femina var angustum,-22,834
Athyrium filix-femina var angustum,-22,834
Athyrium filix-femina var angustum,-23,825
Athyrium filix-femina var angustum,-23,825
Athyrium filix-femina var angustum,-22,834
Athyrium filix-femina var angustum,-22,834
Athyrium filix-femina var angustum,-22,834
Athyrium filix-femina var angustum,44,1061
Athyrium filix-femina var angustum,40,971
Athyrium filix-femina var angustum,35,987
Athyrium filix-femina var angustum,14,1483
Athyrium filix-femina var angustum,28,1317
Athyrium filix-femina var angustum,40,996
Athyrium filix-femina var angustum,41,966
Athyrium filix-femina var angustum,57,1168
Athyrium filix-femina var angustum,68,1434
Athyrium filix-femina var angustum,71,1161
Athyrium filix-femina var angustum,-12,788
Athyrium filix-femina var angustum,-13,789
Athyrium filix-femina var angustum,64,1401
Athyrium filix-femina var angustum,64,1401
Athyrium filix-femina var angustum,8,861
Athyrium filix-femina var angustum,18,935
Athyrium filix-femina var angustum,29,878
Athyrium filix-femina var angustum,38,776
Athyrium filix-femina var angustum,57,1117
Athyrium filix-femina var angustum,11,971
Athyrium filix-femina var angustum,9,896
Athyrium filix-femina var angustum,9,903
Athyrium filix-femina var angustum,9,903
Athyrium filix-femina var angustum,7,919
Athyrium filix-femina var angustum,8,895
Athyrium filix-femina var angustum,8,865
Athyrium filix-femina var angustum,47,1199
Athyrium filix-femina var angustum,63,1381
Athyrium filix-femina var angustum,66,1393
Athyrium filix-femina var angustum,63,1456
Athyrium filix-femina var angustum,63,1456
Athyrium filix-femina var angustum,63,1349
Athyrium filix-femina var angustum,11,1312
Athyrium filix-femina var angustum,64,1332
Athyrium filix-femina var angustum,64,1332
Athyrium filix-femina var angustum,-12,869
Athyrium filix-femina var angustum,3,837
Athyrium filix-femina var angustum,3,837
Athyrium filix-femina var angustum,19,1267
Athyrium filix-femina var angustum,39,1316
Athyrium filix-femina var angustum,4,966
Athyrium filix-femina var angustum,17,1123
Athyrium filix-femina var angustum,17,1039
Athyrium filix-femina var angustum,12,1002
Athyrium filix-femina var angustum,23,1103
Athyrium filix-femina var angustum,8,1038
Athyrium filix-femina var angustum,45,1102
Athyrium filix-femina var angustum,50,1301
Athyrium filix-femina var angustum,58,1360
Athyrium filix-femina var angustum,57,1437
Athyrium filix-femina var angustum,57,1577
Athyrium filix-femina var californicum,115,1583
Athyrium filix-femina var californicum,74,2819
Athyrium filix-femina var californicum,74,2819
Athyrium filix-femina var californicum,142,930
Athyrium filix-femina var californicum,119,1080
Athyrium filix-femina var californicum,145,682
Athyrium filix-femina var californicum,145,682
Athyrium filix-femina var californicum,118,758
Athyrium filix-femina var californicum,53,1293
Athyrium filix-femina var californicum,99,779
Athyrium filix-femina var californicum,58,419
Athyrium filix-femina var californicum,122,789
Athyrium filix-femina var californicum,80,746
Athyrium filix-femina var californicum,45,397
Athyrium filix-femina var californicum,104,670
Athyrium filix-femina var californicum,78,605
Athyrium filix-femina var californicum,82,706
Athyrium filix-femina var californicum,32,599
Athyrium filix-femina var californicum,85,214
Athyrium filix-femina var californicum,66,388
Athyrium filix-femina var californicum,102,295
Athyrium filix-femina var californicum,78,332
Athyrium filix-femina var californicum,97,390
Athyrium filix-femina var californicum,97,233
Athyrium filix-femina var californicum,3,592
Athyrium filix-femina var californicum,112,507
Athyrium filix-femina var californicum,107,535
Athyrium filix-femina var californicum,58,239
Athyrium filix-femina var californicum,40,387
Athyrium filix-femina var californicum,150,330
Athyrium filix-femina var californicum,38,734
Athyrium filix-femina var californicum,74,583
Athyrium filix-femina var californicum,93,389
Athyrium filix-femina var californicum,96,438
Athyrium filix-femina var californicum,68,560
Athyrium filix-femina var californicum,93,443
Athyrium filix-femina var californicum,92,383
Athyrium filix-femina var californicum,30,561
Athyrium filix-femina var californicum,21,554
Athyrium filix-femina var californicum,72,561
Athyrium filix-femina var californicum,57,673
Athyrium filix-femina var californicum,42,685
Athyrium filix-femina var californicum,38,574
Athyrium filix-femina var californicum,33,525
Athyrium filix-femina var californicum,40,527
Athyrium filix-femina var californicum,57,527
Athyrium filix-femina var californicum,33,525
Athyrium filix-femina var californicum,55,410
Athyrium filix-femina var californicum,67,367
Athyrium filix-femina var californicum,67,367
Athyrium filix-femina var californicum,52,478
Athyrium filix-femina var californicum,87,361
Athyrium filix-femina var californicum,68,382
Athyrium filix-femina var californicum,88,342
Athyrium filix-femina var californicum,98,336
Athyrium filix-femina var californicum,19,475
Athyrium filix-femina var californicum,56,323
Athyrium filix-femina var californicum,30,416
Athyrium filix-femina var californicum,57,399
Athyrium filix-femina var californicum,62,454
Athyrium filix-femina var californicum,40,623
Athyrium filix-femina var californicum,42,623
Athyrium filix-femina var californicum,42,623
Athyrium filix-femina var cyclosorum,-4,442
Athyrium filix-femina var cyclosorum,26,537
Athyrium filix-femina var cyclosorum,-57,283
Athyrium filix-femina var cyclosorum,-57,283
Athyrium filix-femina var cyclosorum,-57,283
Athyrium filix-femina var cyclosorum,54,1158
Athyrium filix-femina var cyclosorum,-14,373
Athyrium filix-femina var cyclosorum,49,1333
Athyrium filix-femina var cyclosorum,49,1333
Athyrium filix-femina var cyclosorum,-18,1621
Athyrium filix-femina var cyclosorum,-17,1017
Athyrium filix-femina var cyclosorum,-22,1337
Athyrium filix-femina var cyclosorum,4,1211
Athyrium filix-femina var cyclosorum,-23,992
Athyrium filix-femina var cyclosorum,-23,992
Athyrium filix-femina var cyclosorum,4,1211
Athyrium filix-femina var cyclosorum,4,1211
Athyrium filix-femina var cyclosorum,4,1211
Athyrium filix-femina var cyclosorum,4,1211
Athyrium filix-femina var cyclosorum,4,1211
Athyrium filix-femina var cyclosorum,-8,457
Athyrium filix-femina var cyclosorum,22,3798
Athyrium filix-femina var cyclosorum,0,688
Athyrium filix-femina var cyclosorum,73,2846
Athyrium filix-femina var cyclosorum,87,1258
Athyrium filix-femina var cyclosorum,87,1383
Athyrium filix-femina var cyclosorum,88,4408
Athyrium filix-femina var cyclosorum,88,4408
Athyrium filix-femina var cyclosorum,55,4308
Athyrium filix-femina var cyclosorum,55,4308
Athyrium filix-femina var cyclosorum,55,4308
Athyrium filix-femina var cyclosorum,93,4475
Athyrium filix-femina var cyclosorum,93,4475
Athyrium filix-femina var cyclosorum,-86,421
Athyrium filix-femina var cyclosorum,37,503
Athyrium filix-femina var cyclosorum,11,919
Athyrium filix-femina var cyclosorum,34,598
Athyrium filix-femina var cyclosorum,85,2178
Athyrium filix-femina var cyclosorum,45,3388
Athyrium filix-femina var cyclosorum,-18,1686
Athyrium filix-femina var cyclosorum,-6,1576
Athyrium filix-femina var cyclosorum,-12,1793
Athyrium filix-femina var cyclosorum,69,1386
Athyrium filix-femina var cyclosorum,53,1846
Athyrium filix-femina var cyclosorum,18,2877
Athyrium filix-femina var cyclosorum,18,2877
Athyrium filix-femina var cyclosorum,77,2269
Athyrium filix-femina var cyclosorum,25,3381
Athyrium filix-femina var cyclosorum,NA,NA
Athyrium filix-femina var cyclosorum,57,2342
Athyrium filix-femina var cyclosorum,79,1823
Athyrium filix-femina var cyclosorum,59,787
Athyrium filix-femina var cyclosorum,-23,1246
Athyrium filix-femina var cyclosorum,-9,1279
Athyrium filix-femina var cyclosorum,8,899
Athyrium filix-femina var cyclosorum,8,899
Athyrium filix-femina var cyclosorum,-28,859
Athyrium filix-femina var cyclosorum,-15,786
Athyrium filix-femina var cyclosorum,57,493
Athyrium filix-femina var cyclosorum,61,460
Athyrium filix-femina var cyclosorum,61,460
Athyrium filix-femina var cyclosorum,-18,1376
Athyrium filix-femina var cyclosorum,-15,716
Athyrium filix-femina var cyclosorum,43,3148
Athyrium filix-femina var cyclosorum,46,400
Athyrium filix-femina var cyclosorum,89,1557
Athyrium filix-femina var cyclosorum,66,1990
Athyrium filix-femina var cyclosorum,90,1165
Athyrium filix-femina var cyclosorum,96,1704
Athyrium filix-femina var cyclosorum,49,3342
Athyrium filix-femina var cyclosorum,93,3326
Athyrium filix-femina var cyclosorum,93,3326
Athyrium filix-femina var cyclosorum,106,2240
Athyrium filix-femina var cyclosorum,32,476
Athyrium filix-femina var cyclosorum,32,476
Athyrium filix-femina var cyclosorum,68,2185
Athyrium filix-femina var cyclosorum,0,1500
Athyrium filix-femina var cyclosorum,38,3579
Athyrium filix-femina var cyclosorum,101,2488
Athyrium filix-femina var cyclosorum,32,4454
Athyrium filix-femina var cyclosorum,44,2304
Athyrium filix-femina var cyclosorum,36,3289
Athyrium filix-femina var cyclosorum,29,4572
Athyrium filix-femina var cyclosorum,106,2907
Athyrium filix-femina var cyclosorum,-12,482
Athyrium filix-femina var cyclosorum,-30,481
Athyrium filix-femina var cyclosorum,29,406
Athyrium filix-femina var cyclosorum,38,1727
Athyrium filix-femina var cyclosorum,108,1675
Athyrium filix-femina var cyclosorum,96,1455
Athyrium filix-femina var cyclosorum,88,1144
Athyrium filix-femina var cyclosorum,87,1111
Athyrium filix-femina var cyclosorum,67,1942
Athyrium filix-femina var cyclosorum,86,1534
Athyrium filix-femina var cyclosorum,86,1534
Athyrium filix-femina var cyclosorum,64,2789
Athyrium filix-femina var cyclosorum,107,2919
Athyrium filix-femina var cyclosorum,87,1809
Athyrium filix-femina var cyclosorum,106,2535
Athyrium filix-femina var cyclosorum,110,2433
Athyrium filix-femina var cyclosorum,114,2323
Athyrium filix-femina var cyclosorum,116,2109
Athyrium filix-femina var cyclosorum,121,2167
Athyrium filix-femina var cyclosorum,117,2388
Athyrium filix-femina var cyclosorum,121,2167
Athyrium filix-femina var cyclosorum,120,1821
Athyrium filix-femina var cyclosorum,120,1887
Athyrium filix-femina var cyclosorum,121,1558
Athyrium filix-femina var cyclosorum,95,1908
Athyrium filix-femina var cyclosorum,127,1542
Athyrium filix-femina var cyclosorum,127,1542
Athyrium filix-femina var cyclosorum,130,1633
Athyrium filix-femina var cyclosorum,137,1419
Athyrium filix-femina var cyclosorum,133,1423
Athyrium filix-femina var cyclosorum,137,1419
Athyrium filix-femina var cyclosorum,137,1197
Athyrium filix-femina var cyclosorum,30,407
Athyrium filix-femina var cyclosorum,20,2552
Athyrium filix-femina var cyclosorum,108,1610
Athyrium filix-femina var cyclosorum,108,1610
Athyrium filix-femina var cyclosorum,105,1920
Athyrium filix-femina var cyclosorum,105,1920
Athyrium filix-femina var cyclosorum,27,1785
Athyrium filix-femina var cyclosorum,55,2850
Athyrium filix-femina var cyclosorum,108,1610
Athyrium filix-femina var cyclosorum,108,1610
Athyrium filix-femina var cyclosorum,108,1610
Athyrium filix-femina var cyclosorum,108,1610
Athyrium filix-femina var cyclosorum,111,1584
Athyrium filix-femina var cyclosorum,27,2020
Athyrium filix-femina var cyclosorum,43,2933
Athyrium filix-femina var cyclosorum,43,2933
Athyrium filix-femina var cyclosorum,111,1261
Athyrium filix-femina var cyclosorum,112,1605
Athyrium filix-femina var cyclosorum,112,1605
Athyrium filix-femina var cyclosorum,23,1952
Athyrium filix-femina var cyclosorum,95,2291
Athyrium filix-femina var cyclosorum,95,2291
Athyrium filix-femina var cyclosorum,95,2291
Athyrium filix-femina var cyclosorum,84,1832
Athyrium filix-femina var cyclosorum,115,786
Athyrium filix-femina var cyclosorum,112,1203
Athyrium filix-femina var cyclosorum,112,1034
Athyrium filix-femina var cyclosorum,80,1437
Athyrium filix-femina var cyclosorum,93,1244
Athyrium filix-femina var cyclosorum,111,865
Athyrium filix-femina var cyclosorum,111,865
Athyrium filix-femina var cyclosorum,30,2220
Athyrium filix-femina var cyclosorum,109,2745
Athyrium filix-femina var cyclosorum,102,1904
Athyrium filix-femina var cyclosorum,70,1571
Athyrium filix-femina var cyclosorum,100,1975
Athyrium filix-femina var cyclosorum,115,2015
Athyrium filix-femina var cyclosorum,118,1944
Athyrium filix-femina var cyclosorum,116,1772
Athyrium filix-femina var cyclosorum,116,2126
Athyrium filix-femina var cyclosorum,116,2126
Athyrium filix-femina var cyclosorum,115,2327
Athyrium filix-femina var cyclosorum,117,2134
Athyrium filix-femina var cyclosorum,76,3061
Athyrium filix-femina var cyclosorum,87,1649
Athyrium filix-femina var cyclosorum,87,1649
Athyrium filix-femina var cyclosorum,117,2351
Athyrium filix-femina var cyclosorum,111,1226
Athyrium filix-femina var cyclosorum,111,1226
Athyrium filix-femina var cyclosorum,111,1226
Athyrium filix-femina var cyclosorum,118,2150
Athyrium filix-femina var cyclosorum,119,1606
Athyrium filix-femina var cyclosorum,65,2433
Athyrium filix-femina var cyclosorum,118,1222
Athyrium filix-femina var cyclosorum,124,1034
Athyrium filix-femina var cyclosorum,116,2110
Athyrium filix-femina var cyclosorum,120,1866
Athyrium filix-femina var cyclosorum,123,1483
Athyrium filix-femina var cyclosorum,123,1483
Athyrium filix-femina var cyclosorum,123,1483
Athyrium filix-femina var cyclosorum,123,1483
Athyrium filix-femina var cyclosorum,114,1418
Athyrium filix-femina var cyclosorum,109,1429
Athyrium filix-femina var cyclosorum,109,1429
Athyrium filix-femina var cyclosorum,116,1348
Athyrium filix-femina var cyclosorum,116,1348
Athyrium filix-femina var cyclosorum,114,1384
Athyrium filix-femina var cyclosorum,115,1286
Athyrium filix-femina var cyclosorum,115,1286
Athyrium filix-femina var cyclosorum,115,1286
Athyrium filix-femina var cyclosorum,115,1286
Athyrium filix-femina var cyclosorum,123,1245
Athyrium filix-femina var cyclosorum,119,1314
Athyrium filix-femina var cyclosorum,124,1196
Athyrium filix-femina var cyclosorum,124,1196
Athyrium filix-femina var cyclosorum,124,1196
Athyrium filix-femina var cyclosorum,124,1196
Athyrium filix-femina var cyclosorum,124,1196
Athyrium filix-femina var cyclosorum,124,1196
Athyrium filix-femina var cyclosorum,107,2149
Athyrium filix-femina var cyclosorum,114,1384
Athyrium filix-femina var cyclosorum,121,1093
Athyrium filix-femina var cyclosorum,122,1200
Athyrium filix-femina var cyclosorum,122,1200
Athyrium filix-femina var cyclosorum,112,1594
Athyrium filix-femina var cyclosorum,100,1273
Athyrium filix-femina var cyclosorum,124,1004
Athyrium filix-femina var cyclosorum,114,1556
Athyrium filix-femina var cyclosorum,103,1807
Athyrium filix-femina var cyclosorum,115,893
Athyrium filix-femina var cyclosorum,64,1382
Athyrium filix-femina var cyclosorum,102,1226
Athyrium filix-femina var cyclosorum,108,1128
Athyrium filix-femina var cyclosorum,41,1247
Athyrium filix-femina var cyclosorum,20,658
Athyrium filix-femina var cyclosorum,40,514
Athyrium filix-femina var cyclosorum,40,502
Athyrium filix-femina var cyclosorum,49,693
Athyrium filix-femina var cyclosorum,46,713
Athyrium filix-femina var cyclosorum,55,485
Athyrium filix-femina var cyclosorum,55,485
Athyrium filix-femina var cyclosorum,56,528
Athyrium filix-femina var cyclosorum,58,480
Athyrium filix-femina var cyclosorum,55,522
Athyrium filix-femina var cyclosorum,56,538
Athyrium filix-femina var cyclosorum,52,421
Athyrium filix-femina var cyclosorum,55,426
Athyrium filix-femina var cyclosorum,97,724
Athyrium filix-femina var cyclosorum,111,1966
Athyrium filix-femina var cyclosorum,2,2578
Athyrium filix-femina var cyclosorum,109,1887
Athyrium filix-femina var cyclosorum,112,1536
Athyrium filix-femina var cyclosorum,8,1750
Athyrium filix-femina var cyclosorum,8,1750
Athyrium filix-femina var cyclosorum,113,1718
Athyrium filix-femina var cyclosorum,113,1718
Athyrium filix-femina var cyclosorum,113,1718
Athyrium filix-femina var cyclosorum,112,1835
Athyrium filix-femina var cyclosorum,110,1383
Athyrium filix-femina var cyclosorum,113,1843
Athyrium filix-femina var cyclosorum,112,1450
Athyrium filix-femina var cyclosorum,93,2545
Athyrium filix-femina var cyclosorum,102,1991
Athyrium filix-femina var cyclosorum,114,1384
Athyrium filix-femina var cyclosorum,116,1178
Athyrium filix-femina var cyclosorum,116,864
Athyrium filix-femina var cyclosorum,119,1011
Athyrium filix-femina var cyclosorum,119,1015
Athyrium filix-femina var cyclosorum,110,1136
Athyrium filix-femina var cyclosorum,117,975
Athyrium filix-femina var cyclosorum,117,983
Athyrium filix-femina var cyclosorum,117,983
Athyrium filix-femina var cyclosorum,119,1195
Athyrium filix-femina var cyclosorum,117,983
Athyrium filix-femina var cyclosorum,117,1081
Athyrium filix-femina var cyclosorum,112,1204
Athyrium filix-femina var cyclosorum,116,1027
Athyrium filix-femina var cyclosorum,117,1081
Athyrium filix-femina var cyclosorum,117,1081
Athyrium filix-femina var cyclosorum,120,962
Athyrium filix-femina var cyclosorum,96,1552
Athyrium filix-femina var cyclosorum,114,1251
Athyrium filix-femina var cyclosorum,44,2480
Athyrium filix-femina var cyclosorum,123,1066
Athyrium filix-femina var cyclosorum,113,986
Athyrium filix-femina var cyclosorum,113,986
Athyrium filix-femina var cyclosorum,113,986
Athyrium filix-femina var cyclosorum,124,891
Athyrium filix-femina var cyclosorum,124,891
Athyrium filix-femina var cyclosorum,116,1287
Athyrium filix-femina var cyclosorum,115,1503
Athyrium filix-femina var cyclosorum,124,891
Athyrium filix-femina var cyclosorum,124,891
Athyrium filix-femina var cyclosorum,125,1219
Athyrium filix-femina var cyclosorum,119,1354
Athyrium filix-femina var cyclosorum,97,1404
Athyrium filix-femina var cyclosorum,116,1277
Athyrium filix-femina var cyclosorum,117,1346
Athyrium filix-femina var cyclosorum,100,1365
Athyrium filix-femina var cyclosorum,113,1531
Athyrium filix-femina var cyclosorum,60,2491
Athyrium filix-femina var cyclosorum,60,2491
Athyrium filix-femina var cyclosorum,89,1743
Athyrium filix-femina var cyclosorum,78,2207
Athyrium filix-femina var cyclosorum,78,2207
Athyrium filix-femina var cyclosorum,62,1934
Athyrium filix-femina var cyclosorum,102,1585
Athyrium filix-femina var cyclosorum,102,1585
Athyrium filix-femina var cyclosorum,102,1585
Athyrium filix-femina var cyclosorum,102,1585
Athyrium filix-femina var cyclosorum,102,1585
Athyrium filix-femina var cyclosorum,102,1585
Athyrium filix-femina var cyclosorum,102,1585
Athyrium filix-femina var cyclosorum,97,1628
Athyrium filix-femina var cyclosorum,119,1234
Athyrium filix-femina var cyclosorum,119,1234
Athyrium filix-femina var cyclosorum,119,1234
Athyrium filix-femina var cyclosorum,119,1234
Athyrium filix-femina var cyclosorum,119,1234
Athyrium filix-femina var cyclosorum,119,1234
Athyrium filix-femina var cyclosorum,114,1374
Athyrium filix-femina var cyclosorum,55,2606
Athyrium filix-femina var cyclosorum,55,2606
Athyrium filix-femina var cyclosorum,55,2606
Athyrium filix-femina var cyclosorum,60,2543
Athyrium filix-femina var cyclosorum,60,2543
Athyrium filix-femina var cyclosorum,59,2226
Athyrium filix-femina var cyclosorum,99,1456
Athyrium filix-femina var cyclosorum,99,1456
Athyrium filix-femina var cyclosorum,49,1891
Athyrium filix-femina var cyclosorum,105,1303
Athyrium filix-femina var cyclosorum,113,1089
Athyrium filix-femina var cyclosorum,113,1089
Athyrium filix-femina var cyclosorum,119,1041
Athyrium filix-femina var cyclosorum,43,1847
Athyrium filix-femina var cyclosorum,47,1527
Athyrium filix-femina var cyclosorum,56,1204
Athyrium filix-femina var cyclosorum,127,566
Athyrium filix-femina var cyclosorum,42,762
Athyrium filix-femina var cyclosorum,75,1442
Athyrium filix-femina var cyclosorum,75,1442
Athyrium filix-femina var cyclosorum,62,757
Athyrium filix-femina var cyclosorum,71,606
Athyrium filix-femina var cyclosorum,70,614
Athyrium filix-femina var cyclosorum,32,1616
Athyrium filix-femina var cyclosorum,127,566
Athyrium filix-femina var cyclosorum,76,1074
Athyrium filix-femina var cyclosorum,76,1074
Athyrium filix-femina var cyclosorum,73,1035
Athyrium filix-femina var cyclosorum,107,751
Athyrium filix-femina var cyclosorum,139,1092
Athyrium filix-femina var cyclosorum,148,743
Athyrium filix-femina var cyclosorum,141,948
Athyrium filix-femina var cyclosorum,140,1021
Athyrium filix-femina var cyclosorum,141,948
Athyrium filix-femina var cyclosorum,152,970
Athyrium filix-femina var cyclosorum,145,1035
Athyrium filix-femina var cyclosorum,140,873
Athyrium filix-femina var cyclosorum,134,825
Athyrium filix-femina var cyclosorum,107,948
Athyrium filix-femina var cyclosorum,130,714
Athyrium filix-femina var cyclosorum,143,703
Athyrium filix-femina var cyclosorum,126,636
Athyrium filix-femina var cyclosorum,145,645
Athyrium filix-femina var cyclosorum,143,672
Athyrium filix-femina var cyclosorum,132,756
Athyrium filix-femina var cyclosorum,144,642
Athyrium filix-femina var cyclosorum,145,622
Athyrium filix-femina var cyclosorum,145,622
Athyrium filix-femina var cyclosorum,146,617
Athyrium filix-femina var cyclosorum,146,617
Athyrium filix-femina var cyclosorum,50,683
Athyrium filix-femina var cyclosorum,26,689
Athyrium filix-femina var cyclosorum,41,701
Athyrium filix-femina var cyclosorum,50,645
Athyrium filix-femina var cyclosorum,57,403
Athyrium filix-femina var cyclosorum,46,441
Athyrium filix-femina var cyclosorum,50,385
Athyrium filix-femina var cyclosorum,50,385
Athyrium filix-femina var cyclosorum,21,472
Athyrium filix-femina var cyclosorum,12,1958
Athyrium filix-femina var cyclosorum,85,1059
Athyrium filix-femina var cyclosorum,74,1245
Athyrium filix-femina var cyclosorum,46,1395
Athyrium filix-femina var cyclosorum,71,1393
Athyrium filix-femina var cyclosorum,104,1102
Athyrium filix-femina var cyclosorum,78,1143
Athyrium filix-femina var cyclosorum,115,1497
Athyrium filix-femina var cyclosorum,113,1266
Athyrium filix-femina var cyclosorum,106,1140
Athyrium filix-femina var cyclosorum,106,1140
Athyrium filix-femina var cyclosorum,113,1128
Athyrium filix-femina var cyclosorum,64,2308
Athyrium filix-femina var cyclosorum,79,1852
Athyrium filix-femina var cyclosorum,86,1556
Athyrium filix-femina var cyclosorum,79,1912
Athyrium filix-femina var cyclosorum,79,1912
Athyrium filix-femina var cyclosorum,79,1912
Athyrium filix-femina var cyclosorum,92,1079
Athyrium filix-femina var cyclosorum,43,1714
Athyrium filix-femina var cyclosorum,90,1573
Athyrium filix-femina var cyclosorum,45,1557
Athyrium filix-femina var cyclosorum,84,2025
Athyrium filix-femina var cyclosorum,84,2025
Athyrium filix-femina var cyclosorum,94,1717
Athyrium filix-femina var cyclosorum,55,702
Athyrium filix-femina var cyclosorum,55,702
Athyrium filix-femina var cyclosorum,70,1546
Athyrium filix-femina var cyclosorum,48,1857
Athyrium filix-femina var cyclosorum,48,1857
Athyrium filix-femina var cyclosorum,44,2190
Athyrium filix-femina var cyclosorum,13,2034
Athyrium filix-femina var cyclosorum,-75,1516
Athyrium filix-femina var cyclosorum,-82,1465
Athyrium filix-femina var cyclosorum,53,1293
Athyrium filix-femina var cyclosorum,47,1172
Athyrium filix-femina var cyclosorum,41,1014
Athyrium filix-femina var cyclosorum,72,1630
Athyrium filix-femina var cyclosorum,81,1133
Athyrium filix-femina var cyclosorum,66,1033
Athyrium filix-femina var cyclosorum,72,1605
Athyrium filix-femina var cyclosorum,55,1955
Athyrium filix-femina var cyclosorum,51,1516
Athyrium filix-femina var cyclosorum,123,540
Athyrium filix-femina var cyclosorum,63,1757
Athyrium filix-femina var cyclosorum,121,1109
Athyrium filix-femina var cyclosorum,66,1033
Athyrium filix-femina var cyclosorum,66,1033
Athyrium filix-femina var cyclosorum,128,876
Athyrium filix-femina var cyclosorum,94,1283
Athyrium filix-femina var cyclosorum,71,1434
Athyrium filix-femina var cyclosorum,49,1550
Athyrium filix-femina var cyclosorum,51,1897
Athyrium filix-femina var cyclosorum,95,249
Athyrium filix-femina var cyclosorum,63,884
Athyrium filix-femina var cyclosorum,91,1235
Athyrium filix-femina var cyclosorum,78,1254
Athyrium filix-femina var cyclosorum,90,1261
Athyrium filix-femina var cyclosorum,90,1261
Athyrium filix-femina var cyclosorum,61,1273
Athyrium filix-femina var cyclosorum,107,905
Athyrium filix-femina var cyclosorum,85,1093
Athyrium filix-femina var cyclosorum,85,1093
Athyrium filix-femina var cyclosorum,85,1093
Athyrium filix-femina var cyclosorum,70,1442
Athyrium filix-femina var cyclosorum,72,1180
Athyrium filix-femina var cyclosorum,99,779
Athyrium filix-femina var cyclosorum,99,779
Athyrium filix-femina var cyclosorum,99,779
Athyrium filix-femina var cyclosorum,99,779
Athyrium filix-femina var cyclosorum,99,779
Athyrium filix-femina var cyclosorum,99,779
Athyrium filix-femina var cyclosorum,90,1261
Athyrium filix-femina var cyclosorum,90,1261
Athyrium filix-femina var cyclosorum,93,1166
Athyrium filix-femina var cyclosorum,90,1261
Athyrium filix-femina var cyclosorum,84,1462
Athyrium filix-femina var cyclosorum,114,1717
Athyrium filix-femina var cyclosorum,135,1413
Athyrium filix-femina var cyclosorum,119,1646
Athyrium filix-femina var cyclosorum,119,1973
Athyrium filix-femina var cyclosorum,87,1766
Athyrium filix-femina var cyclosorum,146,1241
Athyrium filix-femina var cyclosorum,93,1565
Athyrium filix-femina var cyclosorum,161,1097
Athyrium filix-femina var cyclosorum,153,1058
Athyrium filix-femina var cyclosorum,137,1152
Athyrium filix-femina var cyclosorum,124,1414
Athyrium filix-femina var cyclosorum,72,1870
Athyrium filix-femina var cyclosorum,178,746
Athyrium filix-femina var cyclosorum,88,1699
Athyrium filix-femina var cyclosorum,124,1578
Athyrium filix-femina var cyclosorum,97,1695
